Name,Product Name,Description,Category,Type,Quantity,Estimated Cost,Total Cost,URL
"RF Pulse Switch","Mini-Circuits ZYSW-2-50DR","","electrical","module",1,100.00,100.00,"https://www.digikey.com/en/products/result?keywords=ZYSW-2-50DR"
"Hydrophone (Acoustic Pressure)","Precision Acoustics HNP-0400","","electrical","sensor",1,3000.00,3000.00,"https://www.digikey.com/en/products/result?keywords=Precision+Acoustics+HNP-0400"
"Hydrophone Pre-amplifier","Custom 40dB Preamp (Battery Powered)","","electrical","module",1,500.00,500.00,"https://www.digikey.com/en/products/result?keywords=Hydrophone+Preamp"
"Passive Cavitation Detector (PCD)","Custom Broadband PZT Element","","electrical","sensor",1,300.00,300.00,"https://www.digikey.com/en/products/result?keywords=PZT+broadband+sensor"
"PCD Bandpass Filter Bank","Custom Multi-Bandpass Filter","","electrical","module",1,250.00,250.00,"https://www.digikey.com/en/products/result?keywords=Active+bandpass+filter+bank"
"X-Axis Stepper Motor","NEMA 17 Stepper Motor (59 Ncm)","","electrical","actuator",1,30.00,30.00,"https://www.digikey.com/en/products/result?keywords=NEMA+17+Stepper+59Ncm"
"Y-Axis Stepper Motor","NEMA 17 Stepper Motor (59 Ncm)","","electrical","actuator",1,30.00,30.00,"https://www.digikey.com/en/products/result?keywords=NEMA+17+Stepper+59Ncm"
"Z-Axis Stepper Motor","NEMA 17 Stepper Motor (59 Ncm)","","electrical","actuator",1,30.00,30.00,"https://www.digikey.com/en/products/result?keywords=NEMA+17+Stepper+59Ncm"
"X-Axis Stepper Driver","Trinamic TMC2209","Stepper motor driver for recoater blade.","electrical","module",1,10.00,10.00,"https://www.digikey.com/en/products/result?keywords=TMC2209"
"Y-Axis Stepper Driver","Trinamic TMC2209","Stepper motor driver for recoater blade.","electrical","module",1,10.00,10.00,"https://www.digikey.com/en/products/result?keywords=TMC2209"
"Z-Axis Stepper Driver","Trinamic TMC2209","Stepper motor driver for recoater blade.","electrical","module",1,10.00,10.00,"https://www.digikey.com/en/products/result?keywords=TMC2209"
"X-Axis Rotary Encoder","Optical Rotary Encoder (1000 PPR)","","electrical","sensor",1,50.00,50.00,"https://www.digikey.com/en/products/result?keywords=1000+PPR+optical+encoder"
"Y-Axis Rotary Encoder","Optical Rotary Encoder (1000 PPR)","","electrical","sensor",1,50.00,50.00,"https://www.digikey.com/en/products/result?keywords=1000+PPR+optical+encoder"
"Z-Axis Rotary Encoder","Optical Rotary Encoder (1000 PPR)","","electrical","sensor",1,50.00,50.00,"https://www.digikey.com/en/products/result?keywords=1000+PPR+optical+encoder"
"Peltier TEC (Cell Chamber)","TEC1-12706 Thermoelectric Cooler","Thermoelectric cooler for active cooling in one zone.","electrical","actuator",1,15.00,15.00,"https://www.digikey.com/en/products/result?keywords=TEC1-12706"
"PT100 RTD (Cell Chamber)","PT100 Class A RTD","","electrical","sensor",1,20.00,20.00,"https://www.digikey.com/en/products/result?keywords=PT100+Class+A"
"RTD Amplifier (Cell Chamber)","Analog Devices MAX31865","","electrical","module",1,10.00,10.00,"https://www.digikey.com/en/products/result?keywords=MAX31865"
"Optical O2 Sensor","PyroScience OXSP5","","electrical","sensor",1,800.00,800.00,"https://www.digikey.com/en/products/result?keywords=PyroScience+OXSP5"
"CO2 NDIR Sensor","Sensirion SCD30","Non-dispersive infrared (NDIR) CO2 sensor with integrated temperature and humidity sensing, I2C interface.","electrical","sensor",1,80.00,80.00,"https://www.digikey.com/en/products/result?keywords=SCD30"
"Animal Stage Heater","Silicone Heater Pad","High-power silicone heater pad for the build plate.","electrical","actuator",1,20.00,20.00,"https://www.digikey.com/en/products/result?keywords=Silicone+Heater+Pad+12V"
"PT100 RTD (Animal Stage)","PT100 Class A RTD","","electrical","sensor",1,20.00,20.00,"https://www.digikey.com/en/products/result?keywords=PT100+Class+A"
"RTD Amplifier (Animal Stage)","Analog Devices MAX31865","","electrical","module",1,10.00,10.00,"https://www.digikey.com/en/products/result?keywords=MAX31865"
"Respiration Pressure Sensor","Analog Pressure Sensor (MPX series or similar)","","electrical","sensor",1,50.00,50.00,"https://www.digikey.com/en/products/result?keywords=MPX+pressure+sensor+low+pressure"
"Chiller Loop Thermoelectric Module","Thermoelectric Chiller Module (200W)","","electrical","actuator",1,150.00,150.00,"https://www.digikey.com/en/products/result?keywords=thermoelectric+chiller+200W"
"Circulation Pump","DC Brushless Water Pump (2 L/min)","","electrical","actuator",1,40.00,40.00,"https://www.digikey.com/en/products/result?keywords=DC+brushless+water+pump+2L%2Fmin"
"Water Bath Temperature Sensor","DS18B20 Digital Temperature Sensor","Digital temperature sensor to monitor the internal temperature and control the Peltier module via PWM.","electrical","sensor",1,5.00,5.00,"https://www.digikey.com/en/products/result?keywords=DS18B20"
"Reflector Linear Actuator","NEMA 17 Stepper Motor with Leadscrew","","electrical","actuator",1,60.00,60.00,"https://www.digikey.com/en/products/result?keywords=NEMA+17+leadscrew+stepper"
"Reflector Linear Encoder","Linear Optical Encoder","","electrical","sensor",1,70.00,70.00,"https://www.digikey.com/en/products/result?keywords=linear+optical+encoder"
"Main Safety Relay Module","Pilz PNOZ s5","","electrical","module",1,300.00,300.00,"https://www.digikey.com/en/products/result?keywords=Pilz+PNOZ+s5"
"E-Stop Latching Button","Industrial Latching E-Stop Pushbutton","Safety critical input to immediately halt all machine operation.","electrical","module",1,30.00,30.00,"https://www.digikey.com/en/products/result?keywords=Latching+E-Stop+Pushbutton"
"Door Interlock Switch","Safety Door Interlock Switch NC","","electrical","sensor",1,40.00,40.00,"https://www.digikey.com/en/products/result?keywords=safety+door+interlock+NC"
"Hardware Thermal Cutoff Comparator","Analog Comparator + Thermistor/RTD","","electrical","module",1,20.00,20.00,"https://www.digikey.com/en/products/result?keywords=Analog+Comparator+Temperature+Switch"
"Hardware Pressure Limit Comparator","Analog Comparator + Pressure Sensor","","electrical","module",1,30.00,30.00,"https://www.digikey.com/en/products/result?keywords=Analog+Comparator+Pressure+Switch"
"Animal Body Temp Window Comparator","Dual Analog Comparator + Thermistor/RTD","","electrical","module",1,25.00,25.00,"https://www.digikey.com/en/products/result?keywords=Analog+Window+Comparator+Temperature"
"Anesthesia Waste Gas Flow Sensor","Micro-flow Sensor (NC contact)","","electrical","sensor",1,80.00,80.00,"https://www.digikey.com/en/products/result?keywords=gas+flow+sensor+NC"
"Medical Grade Isolation Transformer","Toroidal Isolation Transformer (IEC 60601-1)","","electrical","power",1,300.00,300.00,"https://www.digikey.com/en/products/result?keywords=Medical+Isolation+Transformer+60601"
"24V DC Power Supply","Mean Well RSP-320-24","Standard industrial power supply for low-voltage control electronics and MCU.","electrical","power",1,80.00,80.00,"https://www.digikey.com/en/products/result?keywords=RSP-320-24"
"5V Buck Converter","Texas Instruments TPS5430","Step-down voltage regulator for converting input power to a stable 12V rail for certain components.","electrical","power",1,5.00,5.00,"https://www.digikey.com/en/products/result?keywords=TPS5430"
"3.3V LDO Regulator","Texas Instruments TPS7A45","","electrical","power",1,3.00,3.00,"https://www.digikey.com/en/products/result?keywords=TPS7A45"
"12V Buck Converter","Step-down converter (LM2596 based)","","electrical","power",1,5.00,5.00,"https://www.digikey.com/en/products/result?keywords=LM2596+buck+converter"
"7-inch Touchscreen Display","7 inch LVDS/HDMI Capacitive Touchscreen","","electrical","display",1,150.00,150.00,"https://www.digikey.com/en/products/result?keywords=7+inch+LVDS+HDMI+touchscreen"
"Imaging Camera (Live/Dead Staining)","FLIR Blackfly S BFS-U3-51S5C-C","High-resolution global shutter camera for stereo vision and machine learning perception.","electrical","sensor",1,1200.00,1200.00,"https://www.digikey.com/en/products/result?keywords=BFS-U3-51S5C-C"
"470nm LED Illumination","High Power 470nm LED Array","","electrical","actuator",1,20.00,20.00,"https://www.digikey.com/en/products/result?keywords=470nm+high+power+LED"
"Transducer Turret Stepper Motor","NEMA 17 Stepper Motor (with encoder)","NEMA 17 stepper motor with integrated encoder for left drive wheel.","electrical","actuator",1,70.00,70.00,"https://www.digikey.com/en/products/result?keywords=NEMA+17+stepper+encoder"
"Transducer Turret Stepper Driver","Trinamic TMC2209","Stepper motor driver for recoater blade.","electrical","module",1,10.00,10.00,"https://www.digikey.com/en/products/result?keywords=TMC2209"
"Reflector Stage Stepper Motor","NEMA 17 Stepper Motor","Stepper motor for X-axis movement via leadscrew.","electrical","actuator",1,30.00,30.00,"https://www.digikey.com/en/products/result?keywords=NEMA+17+Stepper+59Ncm"
"Reflector Stage Stepper Driver","Trinamic TMC2209","Stepper motor driver for recoater blade.","electrical","module",1,10.00,10.00,"https://www.digikey.com/en/products/result?keywords=TMC2209"
"Frame Front Vertical Extrusion","80/20 30x30mm Aluminum Extrusion","Front vertical aluminum extrusion for main frame, 30x30mm profile.","mechanical","structural",2,15.00,30.00,"https://www.amazon.com/s?k=30x30mm+aluminum+extrusion+400mm"
"Frame Rear Vertical Extrusion","80/20 30x30mm Aluminum Extrusion","Rear vertical aluminum extrusion for main frame, 30x30mm profile.","mechanical","structural",2,15.00,30.00,"https://www.amazon.com/s?k=30x30mm+aluminum+extrusion+400mm"
"Frame Left Horizontal Extrusion (Bottom)","80/20 30x30mm Aluminum Extrusion","Left horizontal aluminum extrusion for the bottom of the main frame, 30x30mm profile.","mechanical","structural",1,18.00,18.00,"https://www.amazon.com/s?k=30x30mm+aluminum+extrusion+500mm"
"Frame Right Horizontal Extrusion (Bottom)","80/20 30x30mm Aluminum Extrusion","Right horizontal aluminum extrusion for the bottom of the main frame, 30x30mm profile.","mechanical","structural",1,18.00,18.00,"https://www.amazon.com/s?k=30x30mm+aluminum+extrusion+500mm"
"Frame Front Horizontal Extrusion (Bottom)","80/20 30x30mm Aluminum Extrusion","Front horizontal aluminum extrusion for the bottom of the main frame, 30x30mm profile.","mechanical","structural",1,15.00,15.00,"https://www.amazon.com/s?k=30x30mm+aluminum+extrusion+400mm"
"Frame Rear Horizontal Extrusion (Bottom)","80/20 30x30mm Aluminum Extrusion","Rear horizontal aluminum extrusion for the bottom of the main frame, 30x30mm profile.","mechanical","structural",1,15.00,15.00,"https://www.amazon.com/s?k=30x30mm+aluminum+extrusion+400mm"
"Frame Left Horizontal Extrusion (Middle Shelf)","80/20 30x30mm Aluminum Extrusion","Left horizontal aluminum extrusion for the middle shelf level, 30x30mm profile.","mechanical","structural",1,18.00,18.00,"https://www.amazon.com/s?k=30x30mm+aluminum+extrusion+500mm"
"Frame Right Horizontal Extrusion (Middle Shelf)","80/20 30x30mm Aluminum Extrusion","Right horizontal aluminum extrusion for the middle shelf level, 30x30mm profile.","mechanical","structural",1,18.00,18.00,"https://www.amazon.com/s?k=30x30mm+aluminum+extrusion+500mm"
"Frame Front Horizontal Extrusion (Middle Shelf)","80/20 30x30mm Aluminum Extrusion","Front horizontal aluminum extrusion for the middle shelf level, 30x30mm profile.","mechanical","structural",1,15.00,15.00,"https://www.amazon.com/s?k=30x30mm+aluminum+extrusion+400mm"
"Frame Rear Horizontal Extrusion (Middle Shelf)","80/20 30x30mm Aluminum Extrusion","Rear horizontal aluminum extrusion for the middle shelf level, 30x30mm profile.","mechanical","structural",1,15.00,15.00,"https://www.amazon.com/s?k=30x30mm+aluminum+extrusion+400mm"
"Frame Left Horizontal Extrusion (Top Shelf)","80/20 30x30mm Aluminum Extrusion","Left horizontal aluminum extrusion for the top shelf level, 30x30mm profile.","mechanical","structural",1,18.00,18.00,"https://www.amazon.com/s?k=30x30mm+aluminum+extrusion+500mm"
"Frame Right Horizontal Extrusion (Top Shelf)","80/20 30x30mm Aluminum Extrusion","Right horizontal aluminum extrusion for the top shelf level, 30x30mm profile.","mechanical","structural",1,18.00,18.00,"https://www.amazon.com/s?k=30x30mm+aluminum+extrusion+500mm"
"Frame Front Horizontal Extrusion (Top Shelf)","80/20 30x30mm Aluminum Extrusion","Front horizontal aluminum extrusion for the top shelf level, 30x30mm profile.","mechanical","structural",1,15.00,15.00,"https://www.amazon.com/s?k=30x30mm+aluminum+extrusion+400mm"
"Frame Rear Horizontal Extrusion (Top Shelf)","80/20 30x30mm Aluminum Extrusion","Rear horizontal aluminum extrusion for the top shelf level, 30x30mm profile.","mechanical","structural",1,15.00,15.00,"https://www.amazon.com/s?k=30x30mm+aluminum+extrusion+400mm"
"Aluminum Extrusion Corner Bracket","80/20 30x30mm Corner Bracket","L-shaped corner brackets for joining aluminum extrusions.","mechanical","misc",24,1.50,36.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JyaCwXKtxbAFR7ok0MKqcPhLF5mWpP04jv9VWUlMDC4CGtiw7au2aX58h9IaUESBX5ZdpAH4KG6k86Ywsy7ppREbGfOrVzro2IPfL11m6rqVCowv6IvcTrVzV8kcduIYXhrOsSFPkGfmB64xFEiMN7zmuYfSbjSXsmJGbaihHyLdvIXpOzATT1cQoZvg9dXRj9c4GpTmEKr0uC0dZxKDhRfab1mrBMn7vnPr49w4fsoBNgfgwhHrLWmoYRXYOesJ0pieuJGM3vhfq9ERArByO8UgToDm6sTYNQYpuVVCUpefByNG88CCF1GFePZnYDBIuTX0VElr6EbSBML9bFWMdn9ytFXHASbgsGuZxS8uAt00LJZQxX3UhLZnJla5EDu6QqFhUfGyfcv45gNvp6Ft7YtJAIRXCLOyhzOdKJ6bU5ya8nXXow83nvucDYAfincx5hdEUeUOR6Bpb7N31MJUroIkr1wZWrM34zBTCpLTC3eqTPHiZztfAV2rAOKeO0n6sCz7dyxvi1XIvxk2pSEdcC715RJpsCWu4XY9AFMbSjyRFGtVmiiXk1XCOKykPniXKZ6qDi9yEkzbJwlYtPCoLQJvtbR3cbgFumsDdfOgTSIYQLhJo7RADTwp0jN7Kanito9EidGABGCpNcujJdd3whiB1"
"M6 T-Slot Nut","M6 T-Slot Nut","Sliding T-slot nuts for M6 bolts in 30x30mm aluminum extrusions.","mechanical","misc",100,0.20,20.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxxkoBWuvbrbxy6N7IXIwGVQ2HS4LOqFWwtUklJ7nxQC3UqwqXOZvUPeiE2VcCAeXBYsVJH6stbDxKBaB6qkktLsAVywd9UDo6Ic3KvFuIxr0jNZoJEz1WM5vVL42X7mwve6ouTxJneEALmk0OFBtULT5YxBqWpTeBAWdWUCQHMp7oT1UUIwaK961a1plGLpYQTZBPCLLwwuVaSKmkQLiXzR6FXAaArpge4LPXOtspifIragV2qdY0XgM9Bwbg7mHAXA4ewvtJzu9fMajMVCiw7FHkaTKqxaZQ1etmBVE5blI638Wl1fmcznJsuF3naBKPsQIsa6vvgisDTqDci42nYUGKzXJtGC8BRM0MKXhZwLIB7gkYaN9wMGT3yYHl3ZvGTFcq9UqGHcIbHJrvRf4oFfG99paQIxZdu7mZ4HxhLSlRDuWy1Nos9iOM97oNNPsXXKST9uQcnxC9r71A8OhwFS3RSVmSyF6oH3iiaF3m8PJEYNGr5B2TVtM10gHPomvwLRlpFvZ2L0fr88F7cTd3UwN8zpt0bXYtBFU9ZC4NQa3g8oDnDgrnIzAkUKR5SwFcIWu63i2uiEs0WWUg1KIs1St2kxO4UYxtFxvKo1KOESuCKmvIxHaEBq7jnXHHYEIhO46hQZqIkwyfYSgOLzeRXBz"
"M6 Button Head Screw","M6x12mm Button Head Screw","M6 button head screws for attaching components to T-slot nuts.","mechanical","misc",100,0.15,15.00,"https://s.click.aliexpress.com/s/2YgDK2cRCyl9WNkj7vsiSgwQncOI32ZVsrEzbicWkRKbFTNMQbqbkcFOG1OBsMpz0QZ56yDUfJ22csduZdiHbgpEF7Ex3UKlAchlGNBsOXNNF88rwsDtIBwGctERXF9F8Kr7I88X0k96g6ZMhkO3P6ToLVxDdHRMGJpxZpIjxnmHAvyJtyadmk38EGe6i2o8G7iaV7tYZArmhfSTEi2pVyWdpS5Ka22Bg1szqfWcQUeNEjawjvRvXvFLTCW8qblr7wOZUa4C5MI6y0qLQDHLWOVtAJdfQPdaxc1J66ZU75jZO5kVRz3ZYgkcBaA2Di29cSDhZVz1sEBEyFt7uQdmBOso3HZzyIXNa3JKBAwML8iyQdBMSI5GRYNIDEAhqgAHtulS5gBwff5mxPhHRLPk032mQXUU5YCEaJ27dCfhNS6jHtveymIKkkDQS1zulsQruo3MkdeiaCPeILpoNhPBJYRYmky2C3lxZ2zVIoZdlEOsTAWyeQCtETgFO9iqX9PrToiS94vvYK8mpNl69yp1eLofEqU3uKdnHDCYqRi2hvP3A9x1UI0FDOAgpIebCqY71ttzgsws13H7miLU2xUTdXu6AhwAwwBhDa0f30s3hUgXuiQgPNVjHUrmj3VLcfNbwXXIMtoBts1tb2950wG2xldaJY6mBEwPSugpj6ncS2aRaqOHQLZ91w3ffXlfClUMZF6lnk9kqUHXWNhCfur3U2vHG1kj3klKMsf9KrlLKMhdge5ztj8ZrYC22xvjeJus4lnKEKtXKb2mNWW5WVKQrtUSDQe1qsu9IfCGxKdIBKJm23Wn4J3i1TynrT3eLuyQqIbhjErTKcFPrmTH12te4J4l9EL49QFWymIDYtne8pzJSgS7kRTGfsqwFFDSaA1cJdvoakqNDbTFceL6IKBqjn6gBz46JPzK6YCgx9NM7TEiLnVix7"
"Sorbothane Isolation Foot","Sorbothane Hemisphere Foot 50mm 30 Duro","Hemispherical sorbothane feet for vibration isolation.","mechanical","misc",4,12.00,48.00,"https://www.amazon.com/s?k=sorbothane+hemisphere+50mm+30+duro"
"Bottom Shelf Plate","3mm Aluminum Sheet","Aluminum sheet forming the bottom shelf for Zynq board, power supply, and stepper drivers.","mechanical","structural",1,40.00,40.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxxmhZPDj39Nril5a8DhnJ25CrE6l8sHtzd5Rlte8sgUsLOzpcy6D1bwHocvdPsPnFjqvAPfmIvGUbpxG6yxhnBJINf4V1uya63b6TxrJy8HhH8z8IyDXzlbbHkH1CsUYS7zakJiS0AUp9r8LPC3n5Vm46Rg6fQG8v1rmjMCTOUtlaET5F9XPTKIuEL3WuBWtheOLbQHL06K8oRdbgmcEc6NeRd4XBjiYKOiOsGczioeNoo3Eq4C1j89M3f5nUPaV1DLGYB09OGEzZWtfJzaWInCOig1s2r1JlnYfyvGpd4zWEeYwOfeUYPwkLUiUuSmfk04G94irIG8CAxj9xbZpwDGaeE3MBJGvFTBCzmC201pjL9AWAJTps7gO466kWugMvBftLcP4cF4PD9dMA3iPq5lNddVFdl0P0XfcyNn7rWJCQzAqMTmwVojdjG3G4fIMxFdpHykKKKc3kkkVwMOvoEtpEvzJoRRTeU6B3eW4edpz8tuvZlIl2VpxotRZODamhO6rKHGFaVerQnJRhGa8RS2QdnrHyjqMFJJ6IFEIWPsXrgaQopy5NVAsRhfQphHtRFLsITToAsYuFgGPrggTfkraa1xq8ZNVBLvfhYJazSQAnoaP8XKU5b3jYaG78aRyV72jpt0PIImjBhoruQOpdumX"
"Middle Shelf Plate","3mm Aluminum Sheet","Aluminum sheet forming the middle shelf for water bath, transducer turret, and XYZ stage.","mechanical","structural",1,40.00,40.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxxmhZPDj39Nril5a8DhnJ25CrE6l8sHtzd5Rlte8sgUsLOzpcy6D1bwHocvdPsPnFjqvAPfmIvGUbpxG6yxhnBJINf4V1uya63b6TxrJy8HhH8z8IyDXzlbbHkH1CsUYS7zakJiS0AUp9r8LPC3n5Vm46Rg6fQG8v1rmjMCTOUtlaET5F9XPTKIuEL3WuBWtheOLbQHL06K8oRdbgmcEc6NeRd4XBjiYKOiOsGczioeNoo3Eq4C1j89M3f5nUPaV1DLGYB09OGEzZWtfJzaWInCOig1s2r1JlnYfyvGpd4zWEeYwOfeUYPwkLUiUuSmfk04G94irIG8CAxj9xbZpwDGaeE3MBJGvFTBCzmC201pjL9AWAJTps7gO466kWugMvBftLcP4cF4PD9dMA3iPq5lNddVFdl0P0XfcyNn7rWJCQzAqMTmwVojdjG3G4fIMxFdpHykKKKc3kkkVwMOvoEtpEvzJoRRTeU6B3eW4edpz8tuvZlIl2VpxotRZODamhO6rKHGFaVerQnJRhGa8RS2QdnrHyjqMFJJ6IFEIWPsXrgaQopy5NVAsRhfQphHtRFLsITToAsYuFgGPrggTfkraa1xq8ZNVBLvfhYJazSQAnoaP8XKU5b3jYaG78aRyV72jpt0PIImjBhoruQOpdumX"
